Alter in 5-Jahresgruppen <20>,Jahr,Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort,Politischer Bezirk / Wiener Gemeindebezirk - Zielort,Anzahl,Anmerkungen
bis 4 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 22.Bezirk, Donaustadt <922>",180
bis 4 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 23.Bezirk, Liesing <923>",91
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 1.Bezirk, Innere Stadt <901>",-
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 2.Bezirk, Leopoldstadt <902>",15
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 3.Bezirk, Landstraße <903>",36
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 4.Bezirk, Wieden <904>",1
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 5.Bezirk, Margareten <905>",15
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 6.Bezirk, Mariahilf <906>",4
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 7.Bezirk, Neubau <907>",5
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 8.Bezirk, Josefstadt <908>",2
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 9.Bezirk, Alsergrund <909>",2
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 10.Bezirk, Favoriten <910>",75
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 11.Bezirk, Simmering <911>",284
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 12.Bezirk, Meidling <912>",19
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 13.Bezirk, Hietzing <913>",3
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 14.Bezirk, Penzing <914>",18
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",8
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 16.Bezirk, Ottakring <916>",7
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 17.Bezirk, Hernals <917>",2
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 18.Bezirk, Währing <918>",4
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 19.Bezirk, Döbling <919>",6
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 20.Bezirk, Brigittenau <920>",6
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 21.Bezirk, Floridsdorf <921>",47
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 22.Bezirk, Donaustadt <922>",86
bis 4 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 23.Bezirk, Liesing <923>",14
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 1.Bezirk, Innere Stadt <901>",1
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 2.Bezirk, Leopoldstadt <902>",16
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 3.Bezirk, Landstraße <903>",14
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 4.Bezirk, Wieden <904>",6
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 5.Bezirk, Margareten <905>",18
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 6.Bezirk, Mariahilf <906>",8
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 7.Bezirk, Neubau <907>",4
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 8.Bezirk, Josefstadt <908>",4
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 9.Bezirk, Alsergrund <909>",1
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 10.Bezirk, Favoriten <910>",65
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 11.Bezirk, Simmering <911>",23
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 12.Bezirk, Meidling <912>",143
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 13.Bezirk, Hietzing <913>",38
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 14.Bezirk, Penzing <914>",16
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",18
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 16.Bezirk, Ottakring <916>",14
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 17.Bezirk, Hernals <917>",10
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 18.Bezirk, Währing <918>",7
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 19.Bezirk, Döbling <919>",5
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 20.Bezirk, Brigittenau <920>",14
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 21.Bezirk, Floridsdorf <921>",54
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 22.Bezirk, Donaustadt <922>",36
bis 4 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 23.Bezirk, Liesing <923>",84
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 1.Bezirk, Innere Stadt <901>",-
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 2.Bezirk, Leopoldstadt <902>",1
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 3.Bezirk, Landstraße <903>",5
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 4.Bezirk, Wieden <904>",2
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 5.Bezirk, Margareten <905>",2
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 6.Bezirk, Mariahilf <906>",5
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 7.Bezirk, Neubau <907>",4
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 8.Bezirk, Josefstadt <908>",3
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 9.Bezirk, Alsergrund <909>",2
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 10.Bezirk, Favoriten <910>",14
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 11.Bezirk, Simmering <911>",8
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 12.Bezirk, Meidling <912>",12
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 13.Bezirk, Hietzing <913>",83
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 14.Bezirk, Penzing <914>",35
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",-
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 16.Bezirk, Ottakring <916>",3
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 17.Bezirk, Hernals <917>",-
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 18.Bezirk, Währing <918>",-
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 19.Bezirk, Döbling <919>",3
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 20.Bezirk, Brigittenau <920>",2
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 21.Bezirk, Floridsdorf <921>",6
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 22.Bezirk, Donaustadt <922>",9
bis 4 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 23.Bezirk, Liesing <923>",23
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 1.Bezirk, Innere Stadt <901>",-
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 2.Bezirk, Leopoldstadt <902>",19
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 3.Bezirk, Landstraße <903>",8
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 4.Bezirk, Wieden <904>",4
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 5.Bezirk, Margareten <905>",4
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 6.Bezirk, Mariahilf <906>",6
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 7.Bezirk, Neubau <907>",7
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 8.Bezirk, Josefstadt <908>",1
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 9.Bezirk, Alsergrund <909>",4
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 10.Bezirk, Favoriten <910>",24
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 11.Bezirk, Simmering <911>",6
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 12.Bezirk, Meidling <912>",19
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 13.Bezirk, Hietzing <913>",18
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 14.Bezirk, Penzing <914>",124
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",20
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 16.Bezirk, Ottakring <916>",31
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 17.Bezirk, Hernals <917>",7
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 18.Bezirk, Währing <918>",10
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 19.Bezirk, Döbling <919>",10
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 20.Bezirk, Brigittenau <920>",6
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 21.Bezirk, Floridsdorf <921>",21
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 22.Bezirk, Donaustadt <922>",40
bis 4 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 23.Bezirk, Liesing <923>",24
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 1.Bezirk, Innere Stadt <901>",-
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 2.Bezirk, Leopoldstadt <902>",15
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 3.Bezirk, Landstraße <903>",10
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 4.Bezirk, Wieden <904>",1
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 5.Bezirk, Margareten <905>",9
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 6.Bezirk, Mariahilf <906>",6
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 7.Bezirk, Neubau <907>",14
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 8.Bezirk, Josefstadt <908>",3
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 9.Bezirk, Alsergrund <909>",1
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 10.Bezirk, Favoriten <910>",36
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 11.Bezirk, Simmering <911>",13
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 12.Bezirk, Meidling <912>",41
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 13.Bezirk, Hietzing <913>",12
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 14.Bezirk, Penzing <914>",40
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",70
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 16.Bezirk, Ottakring <916>",40
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 17.Bezirk, Hernals <917>",5
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 18.Bezirk, Währing <918>",6
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 19.Bezirk, Döbling <919>",9
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 20.Bezirk, Brigittenau <920>",8
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 21.Bezirk, Floridsdorf <921>",23
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 22.Bezirk, Donaustadt <922>",32
bis 4 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 23.Bezirk, Liesing <923>",21
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 1.Bezirk, Innere Stadt <901>",-
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 2.Bezirk, Leopoldstadt <902>",16
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 3.Bezirk, Landstraße <903>",23
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 4.Bezirk, Wieden <904>",4
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 5.Bezirk, Margareten <905>",7
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 6.Bezirk, Mariahilf <906>",9
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 7.Bezirk, Neubau <907>",11
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 8.Bezirk, Josefstadt <908>",5
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 9.Bezirk, Alsergrund <909>",7
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 10.Bezirk, Favoriten <910>",61
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 11.Bezirk, Simmering <911>",26
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 12.Bezirk, Meidling <912>",24
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 13.Bezirk, Hietzing <913>",18
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 14.Bezirk, Penzing <914>",53
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",24
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 16.Bezirk, Ottakring <916>",162
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 17.Bezirk, Hernals <917>",52
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 18.Bezirk, Währing <918>",12
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 19.Bezirk, Döbling <919>",25
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 20.Bezirk, Brigittenau <920>",31
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 21.Bezirk, Floridsdorf <921>",39
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 22.Bezirk, Donaustadt <922>",52
bis 4 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 23.Bezirk, Liesing <923>",23
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 1.Bezirk, Innere Stadt <901>",1
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 2.Bezirk, Leopoldstadt <902>",8
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 3.Bezirk, Landstraße <903>",6
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 4.Bezirk, Wieden <904>",2
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 5.Bezirk, Margareten <905>",2
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 6.Bezirk, Mariahilf <906>",-
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 7.Bezirk, Neubau <907>",1
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 8.Bezirk, Josefstadt <908>",1
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 9.Bezirk, Alsergrund <909>",1
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 10.Bezirk, Favoriten <910>",27
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 11.Bezirk, Simmering <911>",13
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 12.Bezirk, Meidling <912>",17
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 13.Bezirk, Hietzing <913>",7
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 14.Bezirk, Penzing <914>",15
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",12
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 16.Bezirk, Ottakring <916>",38
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 17.Bezirk, Hernals <917>",91
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 18.Bezirk, Währing <918>",8
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 19.Bezirk, Döbling <919>",20
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 20.Bezirk, Brigittenau <920>",8
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 21.Bezirk, Floridsdorf <921>",31
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 22.Bezirk, Donaustadt <922>",30
bis 4 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 23.Bezirk, Liesing <923>",14
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 1.Bezirk, Innere Stadt <901>",1
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 2.Bezirk, Leopoldstadt <902>",3
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 3.Bezirk, Landstraße <903>",5
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 4.Bezirk, Wieden <904>",1
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 5.Bezirk, Margareten <905>",1
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 6.Bezirk, Mariahilf <906>",3
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 7.Bezirk, Neubau <907>",1
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 8.Bezirk, Josefstadt <908>",3
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 9.Bezirk, Alsergrund <909>",6
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 10.Bezirk, Favoriten <910>",11
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 11.Bezirk, Simmering <911>",5
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 12.Bezirk, Meidling <912>",4
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 13.Bezirk, Hietzing <913>",5
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 14.Bezirk, Penzing <914>",10
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 16.Bezirk, Ottakring <916>",8
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 17.Bezirk, Hernals <917>",24
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 18.Bezirk, Währing <918>",68
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 19.Bezirk, Döbling <919>",35
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 20.Bezirk, Brigittenau <920>",3
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 21.Bezirk, Floridsdorf <921>",16
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 22.Bezirk, Donaustadt <922>",18
bis 4 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 23.Bezirk, Liesing <923>",7
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 1.Bezirk, Innere Stadt <901>",1
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 2.Bezirk, Leopoldstadt <902>",4
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 3.Bezirk, Landstraße <903>",12
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 4.Bezirk, Wieden <904>",4
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 5.Bezirk, Margareten <905>",4
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 6.Bezirk, Mariahilf <906>",1
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 7.Bezirk, Neubau <907>",-
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 8.Bezirk, Josefstadt <908>",3
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 9.Bezirk, Alsergrund <909>",6
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 10.Bezirk, Favoriten <910>",15
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 11.Bezirk, Simmering <911>",2
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 12.Bezirk, Meidling <912>",7
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 13.Bezirk, Hietzing <913>",4
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 14.Bezirk, Penzing <914>",2
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 16.Bezirk, Ottakring <916>",7
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 17.Bezirk, Hernals <917>",17
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 18.Bezirk, Währing <918>",25
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 19.Bezirk, Döbling <919>",138
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 20.Bezirk, Brigittenau <920>",12
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 21.Bezirk, Floridsdorf <921>",36
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 22.Bezirk, Donaustadt <922>",33
bis 4 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 23.Bezirk, Liesing <923>",5
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 1.Bezirk, Innere Stadt <901>",-
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 2.Bezirk, Leopoldstadt <902>",66
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 3.Bezirk, Landstraße <903>",14
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 4.Bezirk, Wieden <904>",2
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 5.Bezirk, Margareten <905>",1
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 6.Bezirk, Mariahilf <906>",11
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 7.Bezirk, Neubau <907>",4
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 8.Bezirk, Josefstadt <908>",-
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 9.Bezirk, Alsergrund <909>",12
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 10.Bezirk, Favoriten <910>",33
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 11.Bezirk, Simmering <911>",18
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 12.Bezirk, Meidling <912>",9
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 13.Bezirk, Hietzing <913>",2
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 14.Bezirk, Penzing <914>",10
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",6
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 16.Bezirk, Ottakring <916>",3
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 17.Bezirk, Hernals <917>",9
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 18.Bezirk, Währing <918>",6
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 19.Bezirk, Döbling <919>",15
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 20.Bezirk, Brigittenau <920>",152
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 21.Bezirk, Floridsdorf <921>",83
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 22.Bezirk, Donaustadt <922>",84
bis 4 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 23.Bezirk, Liesing <923>",11
bis 4 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 1.Bezirk, Innere Stadt <901>",2
bis 4 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 2.Bezirk, Leopoldstadt <902>",28
bis 4 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 3.Bezirk, Landstraße <903>",14
