Alter in 5-Jahresgruppen <20>,Jahr,Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort,Politischer Bezirk / Wiener Gemeindebezirk - Zielort,Anzahl,Anmerkungen
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 13.Bezirk, Hietzing <913>",1
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 14.Bezirk, Penzing <914>",1
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",1
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 16.Bezirk, Ottakring <916>",1
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 17.Bezirk, Hernals <917>",-
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 18.Bezirk, Währing <918>",1
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 19.Bezirk, Döbling <919>",2
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 20.Bezirk, Brigittenau <920>",-
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 21.Bezirk, Floridsdorf <921>",-
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 22.Bezirk, Donaustadt <922>",2
80 bis 84 Jahre,2025,"Wien 6.Bezirk, Mariahilf <906>","Wien 23.Bezirk, Liesing <923>",4
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 2.Bezirk, Leopoldstadt <902>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 3.Bezirk, Landstraße <903>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 5.Bezirk, Margareten <905>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 7.Bezirk, Neubau <907>",7
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 10.Bezirk, Favoriten <910>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 11.Bezirk, Simmering <911>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 12.Bezirk, Meidling <912>",2
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 13.Bezirk, Hietzing <913>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 14.Bezirk, Penzing <914>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",4
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 16.Bezirk, Ottakring <916>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 17.Bezirk, Hernals <917>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 18.Bezirk, Währing <918>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 19.Bezirk, Döbling <919>",2
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 20.Bezirk, Brigittenau <920>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 21.Bezirk, Floridsdorf <921>",-
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 22.Bezirk, Donaustadt <922>",1
80 bis 84 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 23.Bezirk, Liesing <923>",2
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 2.Bezirk, Leopoldstadt <902>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 3.Bezirk, Landstraße <903>",3
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 8.Bezirk, Josefstadt <908>",2
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 9.Bezirk, Alsergrund <909>",2
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 10.Bezirk, Favoriten <910>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 12.Bezirk, Meidling <912>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 13.Bezirk, Hietzing <913>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 14.Bezirk, Penzing <914>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 16.Bezirk, Ottakring <916>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 17.Bezirk, Hernals <917>",1
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 18.Bezirk, Währing <918>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 19.Bezirk, Döbling <919>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 20.Bezirk, Brigittenau <920>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 21.Bezirk, Floridsdorf <921>",-
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 22.Bezirk, Donaustadt <922>",2
80 bis 84 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 23.Bezirk, Liesing <923>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 2.Bezirk, Leopoldstadt <902>",3
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 3.Bezirk, Landstraße <903>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 7.Bezirk, Neubau <907>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 9.Bezirk, Alsergrund <909>",10
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 10.Bezirk, Favoriten <910>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 12.Bezirk, Meidling <912>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 13.Bezirk, Hietzing <913>",2
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 14.Bezirk, Penzing <914>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 16.Bezirk, Ottakring <916>",-
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 17.Bezirk, Hernals <917>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 18.Bezirk, Währing <918>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 19.Bezirk, Döbling <919>",6
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 21.Bezirk, Floridsdorf <921>",2
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 22.Bezirk, Donaustadt <922>",2
80 bis 84 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 23.Bezirk, Liesing <923>",1
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 2.Bezirk, Leopoldstadt <902>",1
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 3.Bezirk, Landstraße <903>",8
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 4.Bezirk, Wieden <904>",3
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 5.Bezirk, Margareten <905>",1
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 6.Bezirk, Mariahilf <906>",3
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 9.Bezirk, Alsergrund <909>",1
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 10.Bezirk, Favoriten <910>",59
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 11.Bezirk, Simmering <911>",13
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 12.Bezirk, Meidling <912>",13
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 13.Bezirk, Hietzing <913>",6
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 14.Bezirk, Penzing <914>",4
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 16.Bezirk, Ottakring <916>",-
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 17.Bezirk, Hernals <917>",1
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 18.Bezirk, Währing <918>",1
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 19.Bezirk, Döbling <919>",4
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 20.Bezirk, Brigittenau <920>",2
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 21.Bezirk, Floridsdorf <921>",7
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 22.Bezirk, Donaustadt <922>",9
80 bis 84 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 23.Bezirk, Liesing <923>",12
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 1.Bezirk, Innere Stadt <901>",1
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 2.Bezirk, Leopoldstadt <902>",4
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 3.Bezirk, Landstraße <903>",7
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 10.Bezirk, Favoriten <910>",7
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 11.Bezirk, Simmering <911>",10
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 12.Bezirk, Meidling <912>",2
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 13.Bezirk, Hietzing <913>",1
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 14.Bezirk, Penzing <914>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 16.Bezirk, Ottakring <916>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 17.Bezirk, Hernals <917>",-
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 18.Bezirk, Währing <918>",1
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 19.Bezirk, Döbling <919>",3
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 21.Bezirk, Floridsdorf <921>",2
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 22.Bezirk, Donaustadt <922>",9
80 bis 84 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 23.Bezirk, Liesing <923>",4
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 2.Bezirk, Leopoldstadt <902>",1
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 3.Bezirk, Landstraße <903>",1
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 4.Bezirk, Wieden <904>",2
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 5.Bezirk, Margareten <905>",2
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 10.Bezirk, Favoriten <910>",11
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 11.Bezirk, Simmering <911>",4
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 12.Bezirk, Meidling <912>",20
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 13.Bezirk, Hietzing <913>",15
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 14.Bezirk, Penzing <914>",6
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",2
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 16.Bezirk, Ottakring <916>",3
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 17.Bezirk, Hernals <917>",2
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 18.Bezirk, Währing <918>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 19.Bezirk, Döbling <919>",7
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 20.Bezirk, Brigittenau <920>",2
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 21.Bezirk, Floridsdorf <921>",1
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 22.Bezirk, Donaustadt <922>",-
80 bis 84 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 23.Bezirk, Liesing <923>",11
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 2.Bezirk, Leopoldstadt <902>",2
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 3.Bezirk, Landstraße <903>",4
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 5.Bezirk, Margareten <905>",1
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 9.Bezirk, Alsergrund <909>",1
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 10.Bezirk, Favoriten <910>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 12.Bezirk, Meidling <912>",2
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 13.Bezirk, Hietzing <913>",21
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 14.Bezirk, Penzing <914>",9
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",1
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 16.Bezirk, Ottakring <916>",2
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 17.Bezirk, Hernals <917>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 18.Bezirk, Währing <918>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 19.Bezirk, Döbling <919>",2
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 20.Bezirk, Brigittenau <920>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 21.Bezirk, Floridsdorf <921>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 22.Bezirk, Donaustadt <922>",-
80 bis 84 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 23.Bezirk, Liesing <923>",4
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 2.Bezirk, Leopoldstadt <902>",2
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 3.Bezirk, Landstraße <903>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 7.Bezirk, Neubau <907>",1
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 10.Bezirk, Favoriten <910>",5
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 12.Bezirk, Meidling <912>",11
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 13.Bezirk, Hietzing <913>",10
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 14.Bezirk, Penzing <914>",16
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",6
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 16.Bezirk, Ottakring <916>",3
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 17.Bezirk, Hernals <917>",3
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 18.Bezirk, Währing <918>",2
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 19.Bezirk, Döbling <919>",5
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 21.Bezirk, Floridsdorf <921>",1
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 22.Bezirk, Donaustadt <922>",4
80 bis 84 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 23.Bezirk, Liesing <923>",3
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 2.Bezirk, Leopoldstadt <902>",1
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 3.Bezirk, Landstraße <903>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 6.Bezirk, Mariahilf <906>",3
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 9.Bezirk, Alsergrund <909>",3
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 10.Bezirk, Favoriten <910>",2
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 12.Bezirk, Meidling <912>",7
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 13.Bezirk, Hietzing <913>",2
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 14.Bezirk, Penzing <914>",5
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",10
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 16.Bezirk, Ottakring <916>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 17.Bezirk, Hernals <917>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 18.Bezirk, Währing <918>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 19.Bezirk, Döbling <919>",3
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 20.Bezirk, Brigittenau <920>",-
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 21.Bezirk, Floridsdorf <921>",3
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 22.Bezirk, Donaustadt <922>",2
80 bis 84 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 23.Bezirk, Liesing <923>",5
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 1.Bezirk, Innere Stadt <901>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 2.Bezirk, Leopoldstadt <902>",2
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 3.Bezirk, Landstraße <903>",-
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 5.Bezirk, Margareten <905>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 7.Bezirk, Neubau <907>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 8.Bezirk, Josefstadt <908>",-
